,ORDER_NO,PRODUCT_CODE,ORDER_TYPE,TRANSFER_TYPE,MAIN_SOURCE,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_DATE,PENDING_TRANSACTION_TYPE,average_days,NEXT_TRXN_DATE_FORECAST
2292,2024-9-645   ,03L109244D,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.5,2024-03-18
2293,2024-11-624  ,059130310BS,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,1.0,2024-03-15
2294,2024-10-545  ,059131525AB,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
2295,2024-11-635  ,06M260938J,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2296,2024-11-635  ,1K0423810A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2297,2024-2-770   ,4M8823301B,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
2298,2024-10-547  ,7E0843642C 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
2299,2024-6-15    ,2824017,Stok,Kamyon,SCANIA CV AB,536093829.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.8,2024-03-17
2300,2024-6-15    ,2824017,Stok,Kamyon,SCANIA CV AB,536093829.0000000000,Fatura Antrepo girişi,2024-03-15,DS Depo Kabul - Yerleştirme Aracına,1.0,2024-03-18
2301,2024-6-15    ,2824017,Stok,Kamyon,SCANIA CV AB,536093829.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,1.5,2024-03-19
2302,2024-9-35    ,2978233,Stok,Kamyon,SCANIA CV AB,536093845.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
2303,2024-11-787  ,03N105266M,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2304,2024-11-766  ,03N105266M,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,2.0,2024-03-18
2305,2024-10-538  ,2K0945087G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.5,2024-03-19
2306,2024-3-640   ,2K7807651,Acil,Kamyon,VOLKSWAGEN A.G.,532552183.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-05,DS Depo Kabul - Yerleştirme Alanına,2.0,2024-02-10
2307,2024-3-831   ,2Q0907561J,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.0,2024-02-18
2308,2024-11-635  ,3Q0898141,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2309,2024-10-515  ,4H0951253C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
2310,2024-10-515  ,6R4837205D 3FZ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,3.0,2024-03-14
2311,2024-6-528   ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,535190408.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Yerleştirme Alanına,1.375,2024-03-09
2312,2024-6-528   ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,535190408.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,Beyanname ile Antrepo çıkışı,0.5,2024-03-07
2313,2024-6-528   ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,535190408.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Giriş Alanına - Yerleştirme Veya Kabul İptali İle,0.0,2024-03-06
2314,2024-10-502  ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536072599.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-15,DS Depo Kabul - Yerleştirme Alanına,1.375,2024-03-18
2315,2024-10-502  ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536072599.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-15,Beyanname ile Antrepo çıkışı,0.5,2024-03-16
2316,2024-10-502  ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536072599.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-15,DS Depo Kabul - Giriş Alanına - Yerleştirme Veya Kabul İptali İle,0.0,2024-03-15
2317,2024-10-502  ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536072599.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-15,DS Depo Kabul - Yerleştirme Alanına,1.375,2024-03-18
2318,2024-10-502  ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536072599.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-15,Beyanname ile Antrepo çıkışı,0.5,2024-03-16
2319,2024-10-502  ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536072599.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-15,DS Depo Kabul - Giriş Alanına - Yerleştirme Veya Kabul İptali İle,0.0,2024-03-15
2320,2024-8-563   ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536250943.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,Beyanname ile Antrepo çıkışı,0.5,2024-03-19
2321,2024-8-563   ,N  90288901,Stok,Kamyon,VOLKSWAGEN A.G.,536250943.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Giriş Alanına - Yerleştirme Veya Kabul İptali İle,0.0,2024-03-18
2322,2024-9-35    ,1431934,Stok,Kamyon,SCANIA CV AB,536210233.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
2323,2024-2-770   ,2G0919398  GRU,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
2324,2024-2-660   ,2GA857706D RAA,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-12,Faturalandırıldı,9.5,2024-02-04
2325,2024-3-640   ,2K7919397  GRU,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-19,Faturalandırıldı,22.0,2024-03-14
2326,2024-2-608   ,2K7919397  GRU,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-09,Faturalandırıldı,22.0,2024-03-04
2327,2024-9-544   ,5NA845113H,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.5,2024-03-17
2328,2024-8-546   ,5Q0511357H,Stok,Kamyon,VOLKSWAGEN A.G.,536260178.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
2329,2024-8-555   ,5TA927903H,Stok,Kamyon,VOLKSWAGEN A.G.,536236925.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.3333333333333333,2024-03-19
2330,2024-9-535   ,8V0941699F,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.0,2024-03-18
2331,2024-8-26    ,2246831,Stok,Kamyon,SCANIA CV AB,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,-1.6666666666666667,2024-03-08
2332,2024-2-21    ,2917366,Stok,Kamyon,SCANIA CV AB,533026036.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-09,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-09
2333,2024-1-10    ,2917366,Stok,Kamyon,SCANIA CV AB,533026036.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-09,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-09
2334,2024-8-645   ,000915105FB,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-22,Faturalandırıldı,3.6666666666666665,2024-03-02
2335,2024-6-648   ,000915105FB,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,3.6666666666666665,2024-02-17
2336,2024-5-635   ,000915105FB,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-01,Faturalandırıldı,3.6666666666666665,2024-02-10
2337,2024-9-645   ,05L105266F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.5,2024-03-18
2338,2024-9-645   ,05L105266F,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.5,2024-03-18
2339,2024-8-555   ,05L109107C,Stok,Kamyon,VOLKSWAGEN A.G.,536237012.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
2340,2024-8-555   ,05L253725A,Stok,Kamyon,VOLKSWAGEN A.G.,536236812.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
2341,2024-11-533  ,06K103383K,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2342,2024-11-766  ,2HJ945064,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,1.0,2024-03-15
2343,2024-10-546  ,2K7843879B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.5,2024-03-16
2344,2024-9-645   ,2Q0407152D,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.0,2024-03-17
2345,2024-10-505  ,5NA035736,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,5.5,2024-03-17
2346,2024-11-635  ,5NA831055N,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2347,2024-9-544   ,5Q0825201AE,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
2348,2024-9-544   ,5Q0825201AE,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Gönderildi,2.0,2024-03-13
2349,2024-11-635  ,5Q1713059N,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2350,2024-10-510  ,8V0831401,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,2.0,2024-03-09
2351,2024-11-524  ,8V0831401,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2352,2024-8-575   ,N  91201001,Stok,Kamyon,VOLKSWAGEN A.G.,536259380.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.4,2024-03-19
2353,2024-8-575   ,N  91201001,Stok,Kamyon,VOLKSWAGEN A.G.,536259380.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.4,2024-03-19
2354,2024-8-575   ,N  91201001,Stok,Kamyon,VOLKSWAGEN A.G.,536259380.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.4,2024-03-19
2355,2024-10-548  ,N  91208401,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-10,Faturalandırıldı,3.5,2024-03-18
2356,2024-9-17    ,2426725,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-27,Faturalandırıldı,7.0,2024-03-15
2357,2024-9-645   ,036109243AF,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
2358,2024-10-525  ,03C103383D,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
2359,2024-8-510   ,06B121687,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,5.0,2024-03-02
2360,2024-6-537   ,06B121687,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,5.0,2024-02-20
2361,2024-10-545  ,2G4837249A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.5,2024-03-19
2362,2024-9-535   ,2G7945096,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Gönderildi,-0.5,2024-03-06
2363,2024-9-535   ,2G7945096,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,3.8,2024-03-17
2364,2024-9-645   ,3Q0407151P,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.5,2024-03-16
2365,2024-11-654  ,7E0253115J,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
2366,2024-11-772  ,7P6853630D FOD,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,536226752.0000000000,Fiktif Alana Giriş(Antrepodan),2024-03-18,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.5,2024-03-19
2367,2024-11-640  ,JZW698302CJ,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2368,2024-2-501   ,6F1857507AC9B9,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,19.0,2024-02-24
2369,2024-10-525  ,057109469G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
2370,2024-2-770   ,059109601T,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
2371,2024-10-741  ,079253039G,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,1.0,2024-03-08
2372,2024-11-635  ,0AM325026C Z4I,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2373,2024-2-543   ,2G4831052P,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-12,Faturalandırıldı,8.0,2024-02-01
2374,2024-9-545   ,5H0121284A,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
2375,2024-9-544   ,5M0827505H 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.0,2024-03-11
2376,2024-10-624  ,6C0915181D,Acil,Kamyon,VOLKSWAGEN A.G.,536094214.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
2377,2024-10-624  ,8K0821111C,Acil,Kamyon,VOLKSWAGEN A.G.,536094221.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
2378,2024-9-519   ,8W6821468,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,7.0,2024-03-17
2379,2024-10-546  ,N  90903201,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,2.0,2024-03-13
2380,2024-11-43   ,1860178,Çok Acil,Air Express,SCANIA CV AB,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
2381,2024-6-32    ,1869990,Stok,Kamyon,SCANIA CV AB,536203030.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.08,2024-03-18
2382,2024-5-533   ,04L145933,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-02,Faturalandırıldı,3.0,2024-02-09
2383,2024-6-531   ,04L145933,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,3.0,2024-02-15
2384,2024-9-642   ,04L907807CE,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
2385,2024-9-532   ,06H103213G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.75,2024-03-17
2386,2024-7-611   ,0AH911023A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-12,Faturalandırıldı,1.0,2024-02-14
2387,2024-9-645   ,0AM141383C,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
2388,2024-10-795  ,2G0877045,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,3.0,2024-03-19
2389,2024-8-574   ,2N0129618,Stok,Kamyon,VOLKSWAGEN A.G.,536250526.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
2390,2024-9-538   ,5C0951223C,Stok,Kamyon,VOLKSWAGEN A.G.,536094094.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
2391,2024-4-655   ,5G0821112C,Acil,Kamyon,VOLKSWAGEN A.G.,533240742.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-13,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-13
2392,2024-8-511   ,5NN845011CANVB,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,11.0,2024-03-17
2393,2024-8-536   ,5NN845011CANVB,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-21,Faturalandırıldı,11.0,2024-03-19
2394,2024-3-848   ,5WA035286C,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,532651509.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-02-06
2395,2024-3-848   ,5WA035286C,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,532651509.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-08
2396,2024-3-847   ,5WA035286C,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,532651509.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-02-06
2397,2024-3-847   ,5WA035286C,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,532651509.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-08
2398,2024-3-846   ,5WA035286C,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,532651509.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-02-06
2399,2024-3-846   ,5WA035286C,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,532651509.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-08
2400,2024-10-515  ,5WA825267A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
2401,2024-11-772  ,8Y0963555A,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,2.0,2024-03-18
2402,2024-10-510  ,N  02214624,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,4.0,2024-03-14
2403,2024-1-737   ,02E305051C,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,530339820.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-10,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-01-10
2404,2024-5-823   ,03C133723BM,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.0,2024-02-18
2405,2024-2-770   ,06K103733E,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
2406,2024-9-645   ,2G0035453,Acil,Kamyon,VOLKSWAGEN A.G.,536094191.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
2407,2024-9-542   ,2G0945103,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.25,2024-03-11
2408,2024-11-624  ,2H6853728  GRU,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,2.0,2024-03-18
2409,2024-6-517   ,3Q0411303,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-07,Faturalandırıldı,6.0,2024-02-22
2410,2024-6-701   ,5C5827550J,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
2411,2024-5-744   ,5C5827550J,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
2412,2024-5-501   ,8W0941773,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-29,Faturalandırıldı,14.0,2024-03-04
2413,2024-6-531   ,8W0941773,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,14.0,2024-03-14
2414,2024-11-636  ,G  052180A2,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
2415,2024-11-647  ,G  052516A2,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
2416,2024-9-732   ,LST0P2K7X,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-27,Faturalandırıldı,1.0,2024-02-29
2417,2024-9-35    ,2557320,Stok,Kamyon,SCANIA CV AB,536208344.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
2418,2024-10-525  ,04L131455F,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.0,2024-03-17
2419,2024-3-831   ,04L907282B,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.0,2024-02-18
2420,2024-9-542   ,2G6827025H,Stok,Kamyon,VOLKSWAGEN A.G.,536094224.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
2421,2024-9-645   ,2GA807434N 9B9,Acil,Kamyon,VOLKSWAGEN A.G.,536248138.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
2422,2024-9-645   ,2GA807434N 9B9,Acil,Kamyon,VOLKSWAGEN A.G.,536248138.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
2423,2024-9-542   ,2K7810969B,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,5.333333333333333,2024-03-19
2424,2024-10-629  ,3Q0919275  GRU,Acil,Kamyon,VOLKSWAGEN A.G.,536094123.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.5,2024-03-19
2425,2024-1-621   ,5E5955711B,Acil,Kamyon,VOLKSWAGEN A.G.,531287763.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-20,Beyanname ile Antrepo çıkışı,0.0,2024-01-20
2426,2024-1-621   ,5E5955711B,Acil,Kamyon,VOLKSWAGEN A.G.,531287763.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-20,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-01-20
2427,2024-11-505  ,5G0998145B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.5,2024-03-19
2428,2024-9-545   ,5G6813301E,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
2429,2024-10-519  ,5Q0615301H,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,0.0,2024-03-11
2430,2024-10-519  ,5Q0615301H,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,1.6666666666666667,2024-03-15
2431,2024-10-519  ,5Q0615301H,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,0.0,2024-03-11
2432,2024-10-519  ,5Q0615301H,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,1.6666666666666667,2024-03-15
2433,2024-10-519  ,5Q0615301H,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Gönderildi,0.0,2024-03-12
2434,2024-10-519  ,5Q0615301H,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,1.6666666666666667,2024-03-16
