,ORDER_NO,PRODUCT_CODE,ORDER_TYPE,TRANSFER_TYPE,MAIN_SOURCE,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_DATE,PENDING_TRANSACTION_TYPE,average_days,NEXT_TRXN_DATE_FORECAST
150,2024-1-813   ,5Q4959393P,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-05,Faturalandırıldı,2.6666666666666665,2024-01-11
151,2024-5-502   ,7E1857507DK9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-29,Faturalandırıldı,10.0,2024-02-23
152,2024-6-705   ,7H0898201A,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.0,2024-02-18
153,2024-9-526   ,81A821106,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,5.5,2024-03-19
154,2024-4-543   ,81A880742D,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-26,Faturalandırıldı,2.0,2024-01-31
155,2024-11-654  ,8Y5845298M NVB,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
156,2024-10-547  ,N  90502103,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.666666666666667,2024-03-19
157,2024-6-15    ,1765809,Stok,Kamyon,SCANIA CV AB,536093827.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,0.0,2024-03-15
158,2024-6-15    ,1765809,Stok,Kamyon,SCANIA CV AB,536093827.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.5,2024-03-16
159,2024-2-501   ,6F9853667D 9B9,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,17.0,2024-02-19
160,2024-9-543   ,03C133784K,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.0,2024-03-16
161,2024-4-701   ,03L131512DQ,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.5,2024-02-19
162,2024-4-701   ,03L131512DQ,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.5,2024-02-19
163,2024-11-639  ,1J0973715,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
164,2024-11-505  ,3G0853677AJ9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.3333333333333335,2024-03-19
165,2024-10-515  ,4F0127401F,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.666666666666667,2024-03-18
166,2024-11-635  ,5Q0501541C,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.25,2024-03-19
167,2024-9-545   ,WHT005437A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.0,2024-03-16
168,2024-3-601   ,WHT008383,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-15,Faturalandırıldı,13.0,2024-02-16
169,2024-7-501   ,5F1955409,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-12,Faturalandırıldı,14.0,2024-03-18
170,2024-6-502   ,5FF945307H,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-05,Faturalandırıldı,15.5,2024-03-14
171,2024-9-645   ,03L103623A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
172,2024-9-645   ,04E109411M,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.0,2024-03-17
173,2024-9-536   ,04L906433B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.666666666666667,2024-03-17
174,2024-9-535   ,059903137CC,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.333333333333333,2024-03-11
175,2024-5-842   ,06F100098A,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,4.0,2024-02-16
176,2024-8-555   ,10B837015B,Stok,Kamyon,VOLKSWAGEN A.G.,536254733.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.25,2024-03-19
177,2024-11-733  ,2G7807305C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
178,2024-1-546   ,2HJ807221ARGRU,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-05,Faturalandırıldı,11.0,2024-02-01
179,2024-8-563   ,2K0199231,Stok,Kamyon,VOLKSWAGEN A.G.,536265482.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
180,2024-10-543  ,4K8857706K KPZ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
181,2024-10-728  ,4KE854819A GRU,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,3.0,2024-03-19
182,2024-10-741  ,4L0807450B GRU,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,1.0,2024-03-08
183,2024-1-518   ,5Q0819031B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-02,Faturalandırıldı,13.0,2024-02-03
184,2024-10-629  ,6Q0601147Q RGZ,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,1.0,2024-03-09
185,2024-11-635  ,6Q0601147Q RGZ,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
186,2024-11-635  ,6R0857538B GRU,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.3333333333333335,2024-03-19
187,2024-3-501   ,7C0853665  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-15,Faturalandırıldı,7.0,2024-02-01
188,2024-3-541   ,7C0853665  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-19,Faturalandırıldı,7.0,2024-02-05
189,2024-11-639  ,JZW615601F,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.75,2024-03-18
190,2024-10-510  ,N  90977101,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,5.5,2024-03-17
191,2024-10-510  ,N  91029602,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,0.0,2024-03-11
192,2024-6-15    ,1907845,Stok,Kamyon,SCANIA CV AB,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,-8.0,2024-02-22
193,2024-7-21    ,2731832,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,13.6,2024-03-18
194,2024-8-504   ,6L0949117A,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,9.0,2024-03-12
195,2024-9-636   ,04L131850A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.5,2024-03-18
196,2024-11-722  ,2HJ131113C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
197,2024-10-750  ,2HJ131113C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-05,Faturalandırıldı,3.0,2024-03-12
198,2024-9-756   ,2HJ131113C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-28,Faturalandırıldı,3.0,2024-03-06
199,2024-2-749   ,2HJ807311,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,534835009.0000000000,DS Depo Kabul - Eksik Depo Alanına,2024-03-01,Fatura Antrepo girişi,3.0,2024-03-08
200,2024-10-538  ,2N0412249C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.75,2024-03-19
201,2024-10-546  ,3C0825271B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.5,2024-03-16
202,2024-10-510  ,N  10664503,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,6.25,2024-03-19
203,2024-8-26    ,2092021,Stok,Kamyon,SCANIA CV AB,536093872.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.875,2024-03-17
204,2024-8-26    ,2092021,Stok,Kamyon,SCANIA CV AB,536093872.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,-2.0,2024-03-10
205,2024-8-31    ,2269451,Stok,Kamyon,SCANIA CV AB,536093952.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
206,2024-8-31    ,2269451,Stok,Kamyon,SCANIA CV AB,536093952.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,1.0,2024-03-18
207,2024-8-31    ,2269451,Stok,Kamyon,SCANIA CV AB,536093952.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
208,2024-8-31    ,2269451,Stok,Kamyon,SCANIA CV AB,536093952.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,1.0,2024-03-18
209,2024-11-16   ,6H1084300E HAU,Çok Acil,Express Uçak,SEAT,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,2.0,2024-03-18
210,2024-9-543   ,012141741,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,5.0,2024-03-18
211,2024-11-649  ,04E109119F,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
212,2024-11-793  ,04E906051,Çok Acil,Express Uçak TSEli ,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
213,2024-6-701   ,0CW300051M 01H,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
214,2024-6-701   ,0CW300051M 01H,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
215,2024-7-553   ,5WA423810F,Stok,Kamyon,VOLKSWAGEN A.G.,534404980.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-26,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-26
216,2024-6-537   ,5WA423810F,Stok,Kamyon,VOLKSWAGEN A.G.,534404980.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-26,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-26
217,2024-5-543   ,5WA423810F,Stok,Kamyon,VOLKSWAGEN A.G.,534404468.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-26,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-26
218,2024-4-655   ,7E3809159D,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-26,Faturalandırıldı,7.0,2024-02-12
219,2024-4-601   ,7E3809159D,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-22,Faturalandırıldı,7.0,2024-02-08
220,2024-10-547  ,8P0807183B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
221,2024-10-741  ,8R0199381AG,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,1.0,2024-03-08
222,2024-2-501   ,5FF807442C 041,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,23.0,2024-03-05
223,2024-11-8    ,6F0881806D RXH,Çok Acil,Express Uçak,SEAT,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,2.0,2024-03-17
224,2024-9-532   ,03L906262Q,Stok,Kamyon,VOLKSWAGEN A.G.,536094289.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.5,2024-03-19
225,2024-10-797  ,04L145933,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,3.0,2024-03-19
226,2024-10-545  ,1J0411315K,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,2.0,2024-03-13
227,2024-11-616  ,2GA998002,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.5,2024-03-14
228,2024-11-616  ,2GA998002,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.5,2024-03-14
229,2024-3-831   ,2GM807441  9B9,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
230,2024-9-532   ,2K8863012B IDX,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,5.0,2024-03-13
231,2024-4-531   ,2Q0501117C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-25,Faturalandırıldı,4.0,2024-02-04
232,2024-6-528   ,2Q0501117C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,4.0,2024-02-18
233,2024-5-518   ,2Q0501117C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-01,Faturalandırıldı,4.0,2024-02-11
234,2024-5-842   ,4K0253181DR,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,7.0,2024-02-23
235,2024-8-573   ,4K0837249,Stok,Kamyon,VOLKSWAGEN A.G.,536237088.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
236,2024-9-545   ,760807039E 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,2.6666666666666665,2024-03-14
237,2024-9-545   ,760807039E 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Gönderildi,0.0,2024-03-08
238,2024-9-545   ,760807039E 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,2.6666666666666665,2024-03-14
239,2024-9-545   ,760807039E 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Gönderildi,0.0,2024-03-08
240,2024-5-502   ,7E0883386A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-29,Faturalandırıldı,9.0,2024-02-20
241,2024-9-645   ,8P0805607A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
242,2024-10-525  ,N  10515101,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.5,2024-03-18
243,2024-10-40   ,3113650,Çok Acil,Air Express,SCANIA CV AB,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,1.0,2024-03-09
244,2024-10-307  ,576857003Q PLT,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.0,2024-03-13
245,2024-10-307  ,576857003Q PLT,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,1.6666666666666667,2024-03-17
246,2024-10-307  ,576857003Q PLT,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.0,2024-03-13
247,2024-10-307  ,576857003Q PLT,Acil,Kamyon,SEAT,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,1.6666666666666667,2024-03-17
248,2024-10-525  ,036103677,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
249,2024-9-538   ,04C906054C,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,5.5,2024-03-14
250,2024-9-535   ,2GM945701,Stok,Kamyon,VOLKSWAGEN A.G.,536094074.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.75,2024-03-17
251,2024-8-574   ,4G0853446B GRU,Stok,Kamyon,VOLKSWAGEN A.G.,536265000.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.5,2024-03-19
252,2024-5-719   ,4M0698451BM,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,3.0,2024-02-13
253,2024-11-9    ,5K0837202Q INF,Anahtar,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.1666666666666665,2024-03-18
254,2024-11-635  ,6C0825235A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.5,2024-03-17
255,2024-11-635  ,8E0919279,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
256,2024-11-711  ,D  181220A1,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,2.5,2024-03-17
257,2024-11-533  ,N  0177326,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
258,2024-6-528   ,04L198119D,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,7.75,2024-02-27
259,2024-3-834   ,8K0941029AQ,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Gönderildi,0.0,2024-02-06
260,2024-3-834   ,8K0941029AQ,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,0.0,2024-02-06
261,2024-11-654  ,8V5807067G GRU,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
262,2024-10-645  ,8W0823029A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,3.5,2024-03-19
263,2024-10-645  ,8W0823029A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,-0.5,2024-03-09
264,2024-8-825   ,04E105266AM,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,1.0,2024-03-14
265,2024-8-825   ,04E105266AM,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Gönderildi,0.0,2024-03-12
266,2024-9-544   ,059105701DAGLB,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.0,2024-03-16
267,2024-9-521   ,05L903159,Stok,Kamyon,VOLKSWAGEN A.G.,536094097.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.4,2024-03-19
268,2024-9-645   ,2Q0407152E,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.0,2024-03-17
269,2024-8-511   ,5G0807050B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,6.0,2024-03-05
270,2024-8-536   ,5K6810773A,Stok,Kamyon,VOLKSWAGEN A.G.,536246318.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-03-19
271,2024-10-545  ,5NA827933  GRU,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
272,2024-11-638  ,5R3698151,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
273,2024-8-563   ,8R0199381A,Stok,Kamyon,VOLKSWAGEN A.G.,536259901.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
274,2024-8-563   ,8R0199381A,Stok,Kamyon,VOLKSWAGEN A.G.,536259901.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
275,2024-10-546  ,8W0837899A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
276,2024-10-510  ,N  90592705,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,5.0,2024-03-16
277,2024-10-14   ,6F9853377F 3Q7,Çok Acil,Express Uçak,SEAT,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
278,2024-2-501   ,6F9853817  9B9,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,16.0,2024-02-17
279,2024-11-629  ,04L141015T,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
280,2024-11-654  ,059198405B,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
281,2024-7-801   ,059253033BP,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-14,Faturalandırıldı,7.0,2024-03-02
282,2024-10-515  ,0AM311247H,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
283,2024-8-536   ,2G0919492B,Stok,Kamyon,VOLKSWAGEN A.G.,536237428.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
284,2024-10-546  ,2K7919491A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
285,2024-11-795  ,2Q0411315C,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
286,2024-11-620  ,3G9833056AE,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,1.5,2024-03-15
287,2024-10-525  ,5K6955435,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.25,2024-03-17
288,2024-9-636   ,6RD423811B,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
289,2024-11-654  ,7H0422831,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.6666666666666667,2024-03-19
290,2024-9-545   ,7LA853065  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,5.5,2024-03-19
291,2024-10-547  ,83A807067B GRU,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
292,2024-8-552   ,000915105DB,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-22,Faturalandırıldı,5.6,2024-03-07
293,2024-9-545   ,03C103157A,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
294,2024-11-654  ,03C121008J,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
295,2024-4-745   ,059100099E,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,6.0,2024-02-21
296,2024-9-543   ,06H109467BA,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,2.0,2024-03-06
297,2024-9-636   ,2K7867871G 7K7,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,2.3333333333333335,2024-03-10
298,2024-9-636   ,2K7867871G 7K7,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Gönderildi,0.0,2024-03-05
299,2024-10-741  ,4M8853194C 5FQ,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,1.0,2024-03-08
300,2024-11-654  ,7H5411313A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
301,2024-10-546  ,N  91071801,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
302,2024-9-35    ,2270286,Stok,Kamyon,SCANIA CV AB,536213053.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
303,2024-7-501   ,575807056B 9B9,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-12,Faturalandırıldı,12.5,2024-03-14
304,2024-2-501   ,575854815AB,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,16.5,2024-02-18
